Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru
Tylel Tati,FRA,DF,17.0,Nantes,FRA-Ligue 1,1721,19.12,0,0,0.0,0.0,0,1,13,14,5,1,0.0,0.0,0.0,85,40,34.0,34.75
Tyler Adams,USA,MF,26.0,Bournemouth,ENG-Premier League,1772,19.69,2,2,0.1,0.1,6,3,24,30,8,0,0.0,0.0,0.0,100,70,38.0,59.88
Tyler Dibling,ENG,MF,19.0,Everton,ENG-Premier League,358,3.98,0,0,0.0,0.0,0,7,3,6,2,0,0.0,0.0,0.0,100,40,38.0,29.26
Tyler Fletcher,SCO,MF,18.0,Manchester Utd,ENG-Premier League,18,0.2,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,85,38.0,59.63
Tyler Fredricson,ENG,DF,20.0,Manchester Utd,ENG-Premier League,3,0.03,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,85,38.0,59.52
Tyler Morton,ENG,MF,22.0,Lyon,FRA-Ligue 1,2517,27.97,2,2,0.07,0.07,8,83,29,24,6,1,0.0,0.0,0.0,85,70,34.0,66.28
Tyrell Malacia,NED,DF,25.0,Manchester Utd,ENG-Premier League,18,0.2,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,100,85,38.0,59.63
Tyrese Noubissié,FRA,MF,16.0,Strasbourg,FRA-Ligue 1,58,0.64,0,0,0.0,0.0,0,1,0,2,1,0,0.0,0.0,0.0,85,40,34.0,28.23
Tyrhys Dolan,ENG,MF,23.0,Espanyol,ESP-La Liga,2415,26.83,2,5,0.07,0.19,12,105,35,15,7,1,0.0,0.0,0.0,95,40,38.0,36.47
Tyrick Mitchell,ENG,MF,25.0,Crystal Palace,ENG-Premier League,3251,36.12,1,2,0.03,0.06,7,104,65,33,6,0,0.0,0.0,0.0,100,70,38.0,68.96
Tyrique George,ENG,FW,19.0,Everton,ENG-Premier League,363,4.03,0,0,0.0,0.0,5,11,5,2,2,0,0.0,0.0,0.0,100,40,38.0,29.27
Tyrone Mings,ENG,DF,32.0,Aston Villa,ENG-Premier League,1324,14.71,0,0,0.0,0.0,1,4,2,11,1,0,0.0,0.0,0.0,100,80,38.0,65.29
Uchenna Ogundu,NGA,FW,19.0,Alanyaspor,GER-Bundesliga,1029,11.43,2,1,0.17,0.09,8,3,3,4,3,0,0.0,0.0,0.0,90,40,34.0,32.03
Ufuk Akyol,GER,MF,27.0,Konyaspor,TUR-Super Lig,2,0.02,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.01
Ugo Lamare,FRA,FW,18.0,Marseille,FRA-Ligue 1,17,0.19,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,70,34.0,49.12
Ugo Raghouber,FRA,MF,22.0,Levante,ESP-La Liga,709,7.88,0,0,0.0,0.0,0,2,10,15,1,0,0.0,0.0,0.0,95,40,38.0,30.49
Ulisses Garcia,SUI,DF,29.0,Sassuolo,ITA-Serie A,1154,12.82,1,2,0.08,0.16,2,35,12,8,4,1,0.0,0.0,0.0,90,40,48.28,31.19
Umar Sadiq,NGA,FW,28.0,Valencia,ESP-La Liga,1064,11.82,4,2,0.34,0.17,10,6,5,1,4,0,0.0,0.0,0.0,95,40,38.0,31.73
Umut Bozok,TUR,FW,28.0,Eyüpspor,TUR-Super Lig,2102,23.36,6,6,0.26,0.26,20,5,5,5,4,0,0.0,0.0,0.0,90,40,34.0,36.24
Umut Güneş,TUR,MF,25.0,Başakşehir,TUR-Super Lig,1999,22.21,1,0,0.05,0.0,2,11,21,22,3,0,0.0,0.0,0.0,90,75,34.0,67.2
Umut Meraş,TUR,DF,29.0,Eyüpspor,TUR-Super Lig,1823,20.26,0,2,0.0,0.1,1,37,20,33,2,0,0.0,0.0,0.0,90,40,34.0,35.15
Umut Nayir,TUR,FW,32.0,Konyaspor,TUR-Super Lig,2063,22.92,9,3,0.39,0.13,19,6,1,1,2,0,0.0,0.0,0.0,90,40,34.0,36.09
Umut Tohumcu,GER,MF,20.0,Hoffenheim,GER-Bundesliga,136,1.51,0,0,0.0,0.0,0,1,1,0,2,0,0.0,0.0,0.0,90,40,34.0,28.53
Unai Elgezabal,ESP,"DF,MF",32.0,Levante,ESP-La Liga,958,10.64,1,0,0.09,0.0,1,0,4,4,2,0,0.0,0.0,0.0,95,40,38.0,31.36
Unai Gómez,ESP,MF,22.0,Athletic Club,ESP-La Liga,936,10.4,1,1,0.1,0.1,7,23,8,3,1,0,0.0,0.0,0.0,95,75,38.0,58.66
Unai López,ESP,MF,29.0,Rayo Vallecano,ESP-La Liga,1612,17.91,0,4,0.0,0.22,4,62,16,21,8,1,0.0,0.0,0.0,95,40,38.0,33.66
Unai Marrero,ESP,GK,23.0,Real Sociedad,ESP-La Liga,90,1.0,0,0,0.0,0.0,0,0,0,0,1,0,7.0,0.0,1.0,95,75,38.0,53.09
Unai Núñez,ESP,DF,28.0,Hellas Verona,ESP-La Liga,2176,24.18,0,0,0.0,0.0,2,15,29,34,9,0,0.0,0.0,0.0,95,40,38.0,35.64
Unai Simón,ESP,GK,28.0,Athletic Club,ESP-La Liga,3330,37.0,0,0,0.0,0.0,0,0,0,0,1,0,97.0,6.0,54.0,95,75,38.0,74.41
Unai Vencedor Paris,ESP,MF,24.0,Levante,ESP-La Liga,812,9.02,0,0,0.0,0.0,0,23,13,4,3,1,0.0,0.0,0.0,95,40,38.0,30.85
Urko González,ESP,"DF,MF",24.0,Espanyol,ESP-La Liga,2634,29.27,0,1,0.0,0.03,1,12,33,29,7,0,0.0,0.0,0.0,95,40,38.0,37.24
Urko Izeta,ESP,FW,25.0,Athletic Club,ESP-La Liga,193,2.14,1,0,0.47,0.0,5,2,0,0,2,0,0.0,0.0,0.0,95,75,38.0,53.77
Uroš Radaković,SRB,DF,31.0,Nantes,FRA-Ligue 1,101,1.12,0,0,0.0,0.0,0,0,2,4,0,0,0.0,0.0,0.0,85,40,34.0,28.4
Uğur Kaan Yıldız,TUR,DF,22.0,Göztepe,TUR-Super Lig,80,0.89,0,0,0.0,0.0,1,5,1,1,0,0,0.0,0.0,0.0,90,40,34.0,28.31
Uğurcan Yazgılı,TUR,DF,26.0,Konyaspor,TUR-Super Lig,2001,22.23,0,1,0.0,0.04,2,9,32,40,9,0,0.0,0.0,0.0,90,40,34.0,35.85
Uğurcan Çakır,TUR,GK,29.0,Galatasaray,TUR-Super Lig,2610,29.0,0,0,0.0,0.0,0,0,0,0,4,0,76.0,11.0,22.0,90,100,34.0,95.59
Vakoun Bayo,CIV,FW,28.0,Udinese,ITA-Serie A,453,5.03,0,2,0.0,0.4,2,1,1,0,0,0,0.0,0.0,0.0,90,40,48.28,29.25
Valentin Carboni,ARG,MF,20.0,Genoa,ITA-Serie A,359,3.99,0,0,0.0,0.0,2,7,8,2,2,0,0.0,0.0,0.0,90,40,48.28,28.99
Valentin Gendrey,FRA,DF,25.0,Hoffenheim,GER-Bundesliga,59,0.66,1,1,1.52,1.52,1,2,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.23
Valentin Mihaila,ROU,"MF,FW",25.0,Rizespor,TUR-Super Lig,1302,14.47,5,3,0.35,0.21,15,21,4,5,4,0,0.0,0.0,0.0,90,40,34.0,33.11
Valentin Rongier,FRA,MF,30.0,Rennes,FRA-Ligue 1,2745,30.5,2,5,0.07,0.16,10,21,48,36,6,0,0.0,0.0,0.0,85,40,34.0,38.76
Valentin Rosier,FRA,"DF,MF",28.0,Osasuna,ESP-La Liga,2547,28.3,1,1,0.04,0.04,3,46,32,43,6,1,0.0,0.0,0.0,95,40,38.0,36.94
Valentino Lazaro,AUT,MF,29.0,Torino,ITA-Serie A,2252,25.02,0,2,0.0,0.08,2,135,25,22,4,0,0.0,0.0,0.0,90,40,48.28,34.22
Valentín Barco,ARG,MF,21.0,Strasbourg,FRA-Ligue 1,2168,24.09,2,4,0.08,0.17,10,103,33,14,5,1,0.0,0.0,0.0,85,40,34.0,36.5
Valentín Castellanos,ARG,FW,26.0,West Ham,ENG-Premier League,2076,23.07,8,3,0.35,0.13,30,15,12,9,8,0,0.0,0.0,0.0,100,40,38.0,35.29
Valentín Gómez,ARG,DF,22.0,Real Betis,ESP-La Liga,1882,20.91,1,0,0.05,0.0,5,12,25,23,5,0,0.0,0.0,0.0,95,40,38.0,34.6
Vanderson,BRA,"DF,MF",24.0,Monaco,FRA-Ligue 1,616,6.84,0,2,0.0,0.29,0,33,13,19,4,0,0.0,0.0,0.0,85,70,34.0,53.22
Vanja Milinković-Savić,SRB,GK,28.0,Napoli,ITA-Serie A,2430,27.0,0,1,0.0,0.04,0,0,0,0,0,0,52.0,11.0,24.0,90,90,48.28,78.1
Vasilije Adžić,MNE,MF,19.0,Juventus,ITA-Serie A,171,1.9,1,0,0.53,0.0,4,4,2,3,0,0,0.0,0.0,0.0,90,85,48.28,60.5
Vedat Muriqi,KVX,FW,31.0,Mallorca,ESP-La Liga,3128,34.76,23,1,0.66,0.03,50,6,3,3,4,1,0.0,0.0,0.0,95,40,38.0,38.98
Veljko Birmančević,SRB,FW,27.0,Getafe,ESP-La Liga,142,1.58,0,0,0.0,0.0,1,2,0,2,0,0,0.0,0.0,0.0,95,40,38.0,28.5
Veljko Milosavljević,SRB,DF,18.0,Bournemouth,ENG-Premier League,368,4.09,0,0,0.0,0.0,0,0,4,4,0,0,0.0,0.0,0.0,100,70,38.0,51.26
Veysel Sarı,TUR,DF,37.0,Antalyaspor,TUR-Super Lig,1923,21.37,1,1,0.05,0.05,3,1,28,22,4,0,0.0,0.0,0.0,90,40,34.0,35.54
Victor Boniface,NGA,FW,24.0,Werder Bremen,GER-Bundesliga,333,3.7,0,2,0.0,0.54,6,2,1,0,1,0,0.0,0.0,0.0,90,40,34.0,29.31
Victor Gidado,NGA,MF,21.0,Gaziantep,TUR-Super Lig,522,5.8,0,0,0.0,0.0,0,0,8,11,2,0,0.0,0.0,0.0,90,40,34.0,30.05
Victor Lindelöf,SWE,"DF,MF",31.0,Aston Villa,ENG-Premier League,948,10.53,0,1,0.0,0.09,0,0,3,8,0,0,0.0,0.0,0.0,100,80,38.0,62.65
Victor Nelsson,DEN,DF,26.0,Hellas Verona,ITA-Serie A,3315,36.83,0,0,0.0,0.0,1,5,45,75,4,0,0.0,0.0,0.0,90,40,48.28,37.15
Victor Osimhen,NGA,FW,26.0,Galatasaray,TUR-Super Lig,1707,18.97,15,5,0.79,0.26,40,14,10,6,8,0,0.0,0.0,0.0,90,100,34.0,86.74
Victor Parada,ESP,DF,23.0,Alavés,ESP-La Liga,2146,23.84,0,3,0.0,0.13,3,31,14,9,9,1,0.0,0.0,0.0,95,40,38.0,35.53
Victor Valdepeñas,ESP,DF,18.0,Real Madrid,ESP-La Liga,77,0.86,0,0,0.0,0.0,0,1,3,0,0,0,0.0,0.0,0.0,95,100,38.0,70.68
Viktor Gyökeres,SWE,FW,27.0,Arsenal,ENG-Premier League,2224,24.71,14,1,0.57,0.04,22,8,5,1,5,0,0.0,0.0,0.0,100,95,38.0,85.03
Viktor Tsyhankov,UKR,"MF,FW",27.0,Girona,ESP-La Liga,2630,29.22,6,5,0.21,0.17,21,120,22,21,3,0,0.0,0.0,0.0,95,75,38.0,69.8
Ville Koski,FIN,DF,23.0,Alavés,ESP-La Liga,282,3.13,0,0,0.0,0.0,1,0,3,4,0,0,0.0,0.0,0.0,95,40,38.0,28.99
Vincent Burlet,BEL,DF,19.0,Lille,FRA-Ligue 1,19,0.21,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,85,70,34.0,49.13
Vincent Marchetti,FRA,MF,28.0,Paris FC,FRA-Ligue 1,825,9.17,2,1,0.22,0.11,7,1,13,5,1,0,0.0,0.0,0.0,85,40,34.0,31.24
Vincenzo Grifo,ITA,MF,32.0,Freiburg,GER-Bundesliga,1710,19.0,7,4,0.37,0.21,12,111,5,16,0,0,0.0,0.0,0.0,90,40,34.0,34.71
Vinicius Júnior,BRA,"FW,MF",25.0,Real Madrid,ESP-La Liga,2815,31.28,16,5,0.51,0.16,46,63,15,2,8,0,0.0,0.0,0.0,95,100,38.0,94.69
Vinicius Souza,BRA,MF,26.0,Wolfsburg,GER-Bundesliga,1764,19.6,0,0,0.0,0.0,2,4,32,25,5,0,0.0,0.0,0.0,90,40,34.0,34.92
Virgil van Dijk,NED,DF,34.0,Liverpool,ENG-Premier League,3420,38.0,6,0,0.16,0.0,14,1,15,26,4,0,0.0,0.0,0.0,100,95,38.0,95.0
Vitaliy Mykolenko,UKR,DF,26.0,Everton,ENG-Premier League,2958,32.87,0,1,0.0,0.03,2,93,25,27,6,0,0.0,0.0,0.0,100,40,38.0,38.38
Vitaly Janelt,GER,MF,27.0,Brentford,ENG-Premier League,1443,16.03,1,4,0.06,0.25,3,61,17,27,8,0,0.0,0.0,0.0,100,40,38.0,33.06
Vitinha,POR,"FW,MF",25.0,Genoa,ITA-Serie A,4345,48.28,6,8,0.12,0.17,30,88,52,40,7,0,0.0,0.0,0.0,90,40,48.28,40.0
Vitor Reis,BRA,DF,19.0,Girona,ESP-La Liga,3138,34.87,1,1,0.03,0.03,4,0,32,35,9,1,0.0,0.0,0.0,95,75,38.0,73.15
Vladimír Coufal,CZE,"DF,MF",32.0,Hoffenheim,GER-Bundesliga,3012,33.47,1,8,0.03,0.24,6,209,35,39,4,0,0.0,0.0,0.0,90,40,34.0,39.81
Vladyslav Krapyvtsov,UKR,GK,20.0,Girona,ESP-La Liga,136,1.51,0,0,0.0,0.0,0,0,0,0,0,0,4.0,0.0,6.0,95,75,38.0,53.39
Vladyslav Vanat,UKR,FW,23.0,Girona,ESP-La Liga,1942,21.58,9,1,0.42,0.05,18,5,3,3,4,0,0.0,0.0,0.0,95,75,38.0,65.28
Václav Jurečka,CZE,"FW,MF",31.0,Rizespor,TUR-Super Lig,467,5.19,1,0,0.19,0.0,4,0,2,0,2,0,0.0,0.0,0.0,90,40,34.0,29.83
Václav Černý,CZE,"FW,MF",27.0,Beşiktaş,GER-Bundesliga,2038,22.64,5,8,0.22,0.35,26,84,12,12,1,0,0.0,0.0,0.0,90,100,34.0,89.98
Víctor Chust,ESP,DF,25.0,Elche,ESP-La Liga,2166,24.07,1,0,0.04,0.0,3,36,35,20,8,1,0.0,0.0,0.0,95,40,38.0,35.6
Víctor García,ESP,"MF,FW",27.0,Levante,ESP-La Liga,1040,11.56,2,1,0.17,0.09,8,65,15,7,1,0,0.0,0.0,0.0,95,40,38.0,31.65
Víctor Muñoz,ESP,"MF,FW",22.0,Osasuna,ESP-La Liga,2656,29.51,6,2,0.2,0.07,31,99,13,10,3,0,0.0,0.0,0.0,95,40,38.0,37.32
Wael Mohya,GER,"MF,FW",16.0,Gladbach,GER-Bundesliga,552,6.13,2,1,0.33,0.16,5,8,7,2,1,0,0.0,0.0,0.0,90,40,34.0,30.16
Wagner Pina,CPV,DF,22.0,Trabzonspor,TUR-Super Lig,2439,27.1,0,7,0.0,0.26,4,72,41,26,4,1,0.0,0.0,0.0,90,90,34.0,84.52
Waldemar Anton,GER,DF,29.0,Dortmund,GER-Bundesliga,2880,32.0,2,0,0.06,0.0,6,12,42,33,3,0,0.0,0.0,0.0,90,95,34.0,93.32
Walid Cheddira,MAR,FW,27.0,Lecce,ITA-Serie A,1221,13.57,4,1,0.29,0.07,12,8,3,1,3,0,0.0,0.0,0.0,90,40,48.28,31.37
Walter Benítez,ARG,GK,32.0,Crystal Palace,ENG-Premier League,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,3.0,1.0,0.0,100,70,38.0,49.55
Warmed Omari,COM,DF,25.0,Hamburger SV,GER-Bundesliga,1605,17.83,0,1,0.0,0.06,1,4,19,28,0,0,0.0,0.0,0.0,90,40,34.0,34.29
Warren Bondo,FRA,MF,21.0,Cremonese,ITA-Serie A,1762,19.58,0,0,0.0,0.0,2,3,16,9,5,0,0.0,0.0,0.0,90,40,48.28,32.87
Warren Kamanzi,NOR,MF,24.0,Toulouse,FRA-Ligue 1,870,9.67,1,1,0.1,0.1,2,12,11,7,1,0,0.0,0.0,0.0,85,40,34.0,31.41
Warren Zaïre-Emery,FRA,"DF,MF",19.0,PSG,FRA-Ligue 1,2447,27.19,3,4,0.11,0.15,7,15,29,11,3,0,0.0,0.0,0.0,85,100,34.0,93.99
Wataru Endo,JPN,DF,32.0,Liverpool,ENG-Premier League,175,1.94,0,1,0.0,0.52,0,3,3,0,1,0,0.0,0.0,0.0,100,95,38.0,67.96
Wesley,BRA,MF,20.0,Roma,ESP-La Liga,2536,28.18,5,0,0.18,0.0,13,98,40,23,7,2,0.0,0.0,0.0,95,75,38.0,69.19
Wesley Fofana,FRA,DF,24.0,Chelsea,ENG-Premier League,1722,19.13,0,1,0.0,0.05,1,2,11,38,9,2,0.0,0.0,0.0,100,80,38.0,68.08
Wesley Saïd,FRA,MF,30.0,Lens,FRA-Ligue 1,1991,22.12,12,2,0.54,0.09,27,22,15,9,2,0,0.0,0.0,0.0,85,70,34.0,62.66
Weston McKennie,USA,MF,26.0,Juventus,ITA-Serie A,2835,31.5,5,5,0.16,0.16,16,36,24,26,5,0,0.0,0.0,0.0,90,85,48.28,76.14
Wilfred Ndidi,NGA,MF,28.0,Beşiktaş,TUR-Super Lig,1996,22.18,2,0,0.09,0.0,10,5,34,40,5,0,0.0,0.0,0.0,90,100,34.0,89.57
Wilfried Gnonto,ITA,FW,21.0,Leeds United,ENG-Premier League,537,5.97,0,1,0.0,0.17,0,20,13,3,3,0,0.0,0.0,0.0,100,40,38.0,29.89
Wilfried Singo,CIV,DF,24.0,Galatasaray,TUR-Super Lig,951,10.57,2,1,0.19,0.09,3,9,11,14,3,0,0.0,0.0,0.0,90,100,34.0,79.33
Will Hughes,ENG,MF,30.0,Crystal Palace,ENG-Premier League,1571,17.46,0,0,0.0,0.0,0,45,16,15,7,0,0.0,0.0,0.0,100,70,38.0,58.65
Willem Geubbels,FRA,FW,23.0,Paris FC,FRA-Ligue 1,1013,11.26,5,0,0.44,0.0,9,9,2,6,0,0,0.0,0.0,0.0,85,40,34.0,31.97
Willi Orban,HUN,DF,32.0,RB Leipzig,GER-Bundesliga,2949,32.77,2,0,0.06,0.0,9,8,33,45,4,0,0.0,0.0,0.0,90,90,34.0,89.02
William Bøving,DEN,MF,22.0,Mainz 05,GER-Bundesliga,223,2.48,0,1,0.0,0.4,0,8,2,0,1,0,0.0,0.0,0.0,90,40,34.0,28.88
William Mikelbrencis,FRA,"MF,DF",21.0,Hamburger SV,GER-Bundesliga,1372,15.24,0,4,0.0,0.26,6,54,22,6,3,0,0.0,0.0,0.0,90,40,34.0,33.38
William Osula,DEN,FW,21.0,Newcastle,ENG-Premier League,819,9.1,7,0,0.77,0.0,12,3,5,1,0,0,0.0,0.0,0.0,100,75,38.0,57.89
William Saliba,FRA,DF,24.0,Arsenal,ENG-Premier League,2614,29.04,1,0,0.03,0.0,1,9,23,15,2,0,0.0,0.0,0.0,100,95,38.0,88.28
Willian Pacho,ECU,DF,23.0,PSG,FRA-Ligue 1,1914,21.27,0,0,0.0,0.0,1,0,26,26,0,0,0.0,0.0,0.0,85,100,34.0,88.77
Williot Swedberg,SWE,"FW,MF",21.0,Celta Vigo,ESP-La Liga,1270,14.11,5,5,0.35,0.35,12,8,17,4,2,0,0.0,0.0,0.0,95,40,38.0,32.46
Willy Kambwala,FRA,DF,20.0,Villarreal,ESP-La Liga,86,0.96,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,75,38.0,53.07
Wilson Isidor,HAI,FW,24.0,Sunderland,ENG-Premier League,1165,12.94,6,0,0.46,0.0,17,0,8,2,1,0,0.0,0.0,0.0,100,40,38.0,32.09
Wilson Odobert,FRA,"MF,FW",20.0,Tottenham,ENG-Premier League,985,10.94,0,2,0.0,0.18,8,28,8,0,0,0,0.0,0.0,0.0,100,80,38.0,62.91
Wisdom Mike,GER,FW,16.0,Bayern Munich,GER-Bundesliga,30,0.33,0,0,0.0,0.0,1,1,0,1,0,0,0.0,0.0,0.0,90,100,34.0,70.29
Wladimiro Falcone,ITA,GK,30.0,Lecce,ITA-Serie A,3420,38.0,0,0,0.0,0.0,0,0,2,0,2,0,108.0,10.0,50.0,90,40,48.28,37.44
Wojciech Szczęsny,POL,GK,35.0,Barcelona,ESP-La Liga,720,8.0,0,0,0.0,0.0,0,0,0,0,0,0,22.0,0.0,15.0,95,100,38.0,76.32
Wout Faes,BEL,DF,27.0,Monaco,FRA-Ligue 1,1141,12.68,0,0,0.0,0.0,1,1,12,14,3,0,0.0,0.0,0.0,85,70,34.0,56.83
Wouter Burger,NED,MF,24.0,Hoffenheim,GER-Bundesliga,2430,27.0,4,5,0.15,0.19,13,89,42,19,7,1,0.0,0.0,0.0,90,40,34.0,37.53
Woyo Coulibaly,MLI,DF,26.0,Sassuolo,ITA-Serie A,1054,11.71,0,0,0.0,0.0,1,10,14,10,2,0,0.0,0.0,0.0,90,40,48.28,30.91
Xaver Schlager,AUT,MF,27.0,RB Leipzig,GER-Bundesliga,1837,20.41,3,1,0.15,0.05,7,11,25,7,6,0,0.0,0.0,0.0,90,90,34.0,79.21
Xavi Espart,ESP,DF,18.0,Barcelona,ESP-La Liga,165,1.83,0,0,0.0,0.0,0,2,1,5,0,0,0.0,0.0,0.0,95,100,38.0,71.44
Xavi Simons,NED,"MF,FW",22.0,Tottenham,ENG-Premier League,1845,20.5,2,5,0.1,0.24,10,53,20,16,5,1,0.0,0.0,0.0,100,80,38.0,68.95
Xusniddin Aliqulov,UZB,DF,26.0,Rizespor,TUR-Super Lig,426,4.73,0,0,0.0,0.0,1,3,2,13,4,0,0.0,0.0,0.0,90,40,34.0,29.67
Yael Trepy,FRA,FW,20.0,Cagliari,ITA-Serie A,91,1.01,1,0,0.99,0.0,2,7,1,0,0,0,0.0,0.0,0.0,90,40,48.28,28.25
Yago Santiago,ESP,MF,22.0,Elche,ESP-La Liga,281,3.12,0,0,0.0,0.0,0,6,1,1,1,0,0.0,0.0,0.0,95,40,38.0,28.99
Yahia Fofana,CIV,GK,24.0,Rizespor,TUR-Super Lig,2430,27.0,0,1,0.0,0.04,0,0,0,1,2,0,88.0,6.0,42.0,90,40,34.0,37.53
Yalçın Kayan,TUR,MF,26.0,Eyüpspor,TUR-Super Lig,1710,19.0,0,5,0.0,0.26,8,61,17,14,8,0,0.0,0.0,0.0,90,40,34.0,34.71
Yan Couto,BRA,MF,23.0,Dortmund,GER-Bundesliga,997,11.08,2,2,0.18,0.18,4,54,15,9,4,0,0.0,0.0,0.0,90,95,34.0,75.79
Yan Diomandé,CIV,"FW,MF",18.0,RB Leipzig,GER-Bundesliga,2472,27.47,12,8,0.44,0.29,26,45,19,16,2,0,0.0,0.0,0.0,90,90,34.0,84.81
Yangel Herrera,VEN,MF,27.0,Real Sociedad,ESP-La Liga,636,7.07,0,0,0.0,0.0,1,2,7,2,2,0,0.0,0.0,0.0,95,75,38.0,56.69
Yanis Zouaoui,ALG,"DF,MF",27.0,Le Havre,FRA-Ligue 1,2338,25.98,1,1,0.04,0.04,5,182,30,27,7,0,0.0,0.0,0.0,85,40,34.0,37.17
Yankuba Minteh,GAM,MF,21.0,Brighton,ENG-Premier League,2391,26.57,3,4,0.11,0.15,11,159,37,15,3,0,0.0,0.0,0.0,100,75,38.0,68.23
Yann Aurel Bisseck,GER,DF,24.0,Inter,ITA-Serie A,1922,21.36,3,1,0.14,0.05,12,12,18,23,2,0,0.0,0.0,0.0,90,95,48.28,79.11
Yann Gboho,FRA,"MF,FW",24.0,Toulouse,FRA-Ligue 1,2601,28.9,8,3,0.28,0.1,16,33,19,13,1,1,0.0,0.0,0.0,85,40,34.0,38.2
Yann Sommer,SUI,GK,36.0,Inter,ITA-Serie A,2960,32.89,0,0,0.0,0.0,0,0,0,0,0,0,64.0,15.0,30.0,90,95,48.28,85.92
Yannick Eduardo,CZE,FW,19.0,Hoffenheim,GER-Bundesliga,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.0
Yannick Gerhardt,GER,MF,31.0,Wolfsburg,GER-Bundesliga,1068,11.87,1,0,0.08,0.0,1,8,8,10,1,0,0.0,0.0,0.0,90,40,34.0,32.19
Yannik Engelhardt,GER,MF,24.0,Gladbach,GER-Bundesliga,2487,27.63,2,2,0.07,0.07,5,6,23,36,7,0,0.0,0.0,0.0,90,40,34.0,37.75
Yannik Keitel,GER,"MF,DF",25.0,Augsburg,GER-Bundesliga,248,2.76,0,0,0.0,0.0,0,0,4,2,2,0,0.0,0.0,0.0,90,40,34.0,28.97
Yannik Wagner,GER,FW,18.0,Heidenheim,GER-Bundesliga,49,0.54,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.19
Yaser Asprilla,COL,"FW,MF",21.0,Girona,ESP-La Liga,770,8.56,0,0,0.0,0.0,6,42,4,7,0,0,0.0,0.0,0.0,95,75,38.0,57.57
Yasin Ayari,SWE,MF,21.0,Brighton,ENG-Premier League,1929,21.43,3,3,0.14,0.14,10,24,25,26,1,0,0.0,0.0,0.0,100,75,38.0,65.19
Yasin Özcan,TUR,DF,19.0,Beşiktaş,TUR-Super Lig,166,1.84,0,0,0.0,0.0,0,6,4,3,0,0,0.0,0.0,0.0,90,100,34.0,71.62
Yassin Belkhdim,FRA,MF,23.0,Angers,FRA-Ligue 1,2135,23.72,2,2,0.08,0.08,14,42,43,32,5,0,0.0,0.0,0.0,85,40,34.0,36.37
Yassine Benhattab,FRA,"MF,FW",22.0,Nantes,FRA-Ligue 1,477,5.3,0,0,0.0,0.0,1,25,6,0,0,0,0.0,0.0,0.0,85,40,34.0,29.87
Yassine Kechta,MAR,MF,23.0,Le Havre,FRA-Ligue 1,1332,14.8,2,1,0.14,0.07,9,26,18,18,3,0,0.0,0.0,0.0,85,40,34.0,33.22
Yassir Zabiri,MAR,MF,20.0,Rennes,FRA-Ligue 1,48,0.53,0,0,0.0,0.0,2,1,1,0,0,0,0.0,0.0,0.0,85,40,34.0,28.19
Yaw Ackah,GHA,MF,26.0,Kayserispor,TUR-Super Lig,184,2.04,0,0,0.0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.72
Yaya Diémé,SEN,FW,17.0,Strasbourg,FRA-Ligue 1,154,1.71,0,0,0.0,0.0,1,1,0,0,2,0,0.0,0.0,0.0,85,40,34.0,28.6
Yehor Yarmoliuk,UKR,MF,21.0,Brentford,ENG-Premier League,2659,29.54,1,2,0.03,0.07,4,30,46,28,7,0,0.0,0.0,0.0,100,40,38.0,37.33
Yehvann Diouf,SEN,GK,25.0,Nice,FRA-Ligue 1,2340,26.0,0,0,0.0,0.0,0,0,0,2,1,0,91.0,5.0,45.0,85,40,34.0,37.18
Yellu Santiago,ESP,MF,21.0,Hellas Verona,ITA-Serie A,6,0.07,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.02
Yeray Álvarez,ESP,DF,30.0,Athletic Club,ESP-La Liga,513,5.7,0,0,0.0,0.0,0,2,1,14,0,0,0.0,0.0,0.0,95,75,38.0,55.88
Yerry Mina,COL,DF,30.0,Cagliari,ITA-Serie A,2150,23.89,2,0,0.08,0.0,3,1,18,26,5,1,0.0,0.0,0.0,90,40,48.28,33.94
Yerson Mosquera,COL,DF,24.0,Wolves,ENG-Premier League,2136,23.73,0,0,0.0,0.0,6,18,36,25,12,0,0.0,0.0,0.0,100,40,38.0,35.49
