Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Kai Havertz,GER,"FW,MF",26.0,Arsenal,ENG-Premier League,581,6.46,2,3,0.31,0.46,4,6,5,1,1,0,0.0,0.0,0.0,100,95,38.0,71.34,Zor
Kaishū Sano,JPN,MF,24.0,Mainz 05,GER-Bundesliga,3059,33.99,1,2,0.03,0.06,6,18,31,67,1,0,0.0,0.0,0.0,90,40,34.0,40.0,Zor
Kamaldeen Sulemana,GHA,MF,23.0,Atalanta,ITA-Serie A,1011,11.23,2,1,0.18,0.09,10,22,5,2,4,0,0.0,0.0,0.0,90,75,48.28,57.73,Zor
Kamil Grabara,POL,GK,26.0,Wolfsburg,GER-Bundesliga,3060,34.0,0,0,0.0,0.0,0,0,1,1,1,0,120.0,2.0,69.0,90,40,34.0,40.0,Zor
Kamil Uregen,TUR,DF,17.0,Fenerbahçe,TUR-Super Lig,45,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,100,34.0,70.44,Zor
Kamil Çörekçi,TUR,DF,33.0,Kasımpaşa,TUR-Super Lig,763,8.48,0,0,0.0,0.0,0,7,16,8,4,0,0.0,0.0,0.0,90,40,34.0,30.99,Zor
Kamory Doumbia,MLI,MF,22.0,Brest,FRA-Ligue 1,1750,19.44,5,4,0.26,0.21,14,20,30,20,6,0,0.0,0.0,0.0,85,40,34.0,34.86,Zor
Kaoru Mitoma,JPN,"MF,FW",28.0,Brighton,ENG-Premier League,1721,19.12,3,1,0.16,0.05,13,46,12,8,5,0,0.0,0.0,0.0,100,75,38.0,63.82,Zor
Karahan Yasir Subaşı,TUR,"DF,MF",29.0,Konyaspor,TUR-Super Lig,509,5.66,0,0,0.0,0.0,0,3,7,11,0,0,0.0,0.0,0.0,90,40,34.0,30.0,Zor
Karamba Gassama,GAM,"MF,FW",20.0,Gaziantep,TUR-Super Lig,560,6.22,0,1,0.0,0.16,4,8,6,6,0,0,0.0,0.0,0.0,90,40,34.0,30.2,Zor
Kareem Tunde,ESP,MF,19.0,Levante,ESP-La Liga,1133,12.59,0,1,0.0,0.08,3,11,11,14,3,0,0.0,0.0,0.0,95,40,38.0,31.98,Zor
Karim Adeyemi,GER,"MF,FW",23.0,Dortmund,GER-Bundesliga,1195,13.28,7,4,0.53,0.3,14,11,4,8,5,0,0.0,0.0,0.0,90,95,34.0,77.63,Orta
Karl Darlow,WAL,GK,34.0,Leeds United,ENG-Premier League,1980,22.0,0,0,0.0,0.0,0,0,0,0,1,0,63.0,5.0,27.0,100,40,38.0,34.95,Zor
Karl Etta Eyong,CMR,FW,21.0,Levante,ESP-La Liga,1672,18.58,7,4,0.38,0.22,24,13,13,6,3,0,0.0,0.0,0.0,95,40,38.0,33.87,Zor
Karl Jakob Hein,EST,GK,23.0,Werder Bremen,GER-Bundesliga,180,2.0,0,0,0.0,0.0,0,0,0,0,0,0,11.0,1.0,4.0,90,40,34.0,28.71,Zor
Karl-Johan Johnsson,SWE,GK,35.0,Strasbourg,FRA-Ligue 1,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,2.0,1.0,0.0,85,40,34.0,28.35,Zor
Karol Linetty,POL,MF,30.0,Kocaelispor,TUR-Super Lig,1521,16.9,0,2,0.0,0.12,10,51,15,18,7,0,0.0,0.0,0.0,90,40,34.0,33.96,Zor
Karol Mets,EST,DF,32.0,St Pauli,GER-Bundesliga,1932,21.47,1,0,0.05,0.0,1,6,22,22,3,0,0.0,0.0,0.0,90,40,34.0,35.58,Zor
Kartal Yılmaz,TUR,MF,24.0,Beşiktaş,TUR-Super Lig,518,5.76,0,1,0.0,0.17,1,18,8,7,2,0,0.0,0.0,0.0,90,100,34.0,75.08,Orta
Kassoum Ouattara,FRA,"MF,DF",20.0,Monaco,FRA-Ligue 1,967,10.74,0,3,0.0,0.28,0,50,19,19,3,0,0.0,0.0,0.0,85,70,34.0,55.63,Zor
Kauã Santos,BRA,GK,22.0,Frankfurt,GER-Bundesliga,1084,12.04,0,0,0.0,0.0,0,0,1,0,0,0,37.0,2.0,32.0,90,75,34.0,60.47,Zor
Kaye Furo,BEL,FW,18.0,Brentford,ENG-Premier League,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.0,Zor
Kayra Cihan,TUR,DF,17.0,Kayserispor,TUR-Super Lig,96,1.07,0,0,0.0,0.0,0,0,4,5,0,0,0.0,0.0,0.0,90,40,34.0,28.38,Zor
Kazeem Olaigbe,BEL,MF,22.0,Trabzonspor,TUR-Super Lig,2030,22.56,0,1,0.0,0.04,14,53,12,7,1,0,0.0,0.0,0.0,90,90,34.0,80.92,Orta
Kazımcan Karataş,TUR,DF,22.0,Başakşehir,TUR-Super Lig,1145,12.72,0,3,0.0,0.24,4,29,22,11,5,0,0.0,0.0,0.0,90,75,34.0,60.92,Zor
Kaïl Boudache,FRA,"MF,FW",19.0,Nice,FRA-Ligue 1,531,5.9,1,0,0.17,0.0,2,8,9,6,1,0,0.0,0.0,0.0,85,40,34.0,30.08,Zor
Keane Lewis-Potter,ENG,"DF,MF",24.0,Brentford,ENG-Premier League,1972,21.91,3,3,0.14,0.14,9,69,14,10,1,0,0.0,0.0,0.0,100,40,38.0,34.92,Zor
Keinan Davis,ENG,FW,27.0,Udinese,ITA-Serie A,2065,22.94,10,4,0.44,0.17,25,5,5,1,5,0,0.0,0.0,0.0,90,40,48.28,33.7,Zor
Keke Topp,GER,FW,21.0,Werder Bremen,GER-Bundesliga,638,7.09,1,1,0.14,0.14,3,5,5,1,4,0,0.0,0.0,0.0,90,40,34.0,30.5,Zor
Kelvin Amian,FRA,DF,27.0,Nantes,FRA-Ligue 1,1961,21.79,0,1,0.0,0.05,2,29,18,8,3,0,0.0,0.0,0.0,85,40,34.0,35.69,Zor
Kenan Yıldız,TUR,"MF,FW",20.0,Juventus,ITA-Serie A,2825,31.39,10,6,0.32,0.19,40,122,14,7,2,0,0.0,0.0,0.0,90,85,48.28,76.08,Orta
Kendry Páez,ECU,"MF,FW",18.0,Strasbourg,FRA-Ligue 1,424,4.71,1,0,0.21,0.0,4,18,4,3,0,0,0.0,0.0,0.0,85,40,34.0,29.66,Zor
Kenneth Paal,SUR,"DF,MF",28.0,Antalyaspor,TUR-Super Lig,2880,32.0,0,0,0.0,0.0,1,35,39,21,4,0,0.0,0.0,0.0,90,40,34.0,39.29,Zor
Kenneth Taylor,NED,MF,23.0,Lazio,ITA-Serie A,1394,15.49,3,2,0.19,0.13,6,9,11,9,5,0,0.0,0.0,0.0,90,75,48.28,59.72,Zor
Kenny Lala,MAD,DF,33.0,Brest,FRA-Ligue 1,2791,31.01,0,3,0.0,0.1,1,106,26,26,4,0,0.0,0.0,0.0,85,40,34.0,38.94,Zor
Kenny Quetant,FRA,FW,19.0,Le Havre,FRA-Ligue 1,372,4.13,1,0,0.24,0.0,2,1,0,1,1,0,0.0,0.0,0.0,85,40,34.0,29.46,Zor
Kenny Tete,NED,DF,29.0,Fulham,ENG-Premier League,1791,19.9,1,0,0.05,0.0,3,34,38,26,2,0,0.0,0.0,0.0,100,40,38.0,34.28,Zor
Kento Shiogai,JPN,MF,20.0,Wolfsburg,GER-Bundesliga,318,3.53,1,0,0.28,0.0,6,1,4,3,3,0,0.0,0.0,0.0,90,40,34.0,29.25,Zor
Kepa Arrizabalaga,ESP,GK,30.0,Arsenal,ENG-Premier League,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,1.0,100,95,38.0,67.25,Zor
Kerem Aktürkoğlu,TUR,"MF,FW",26.0,Fenerbahçe,TUR-Super Lig,1950,21.67,8,7,0.37,0.32,22,126,14,9,3,0,0.0,0.0,0.0,90,100,34.0,89.12,Kolay
Kerem Demirbay,GER,MF,32.0,Eyüpspor,TUR-Super Lig,2172,24.13,1,0,0.04,0.0,8,116,39,26,9,2,0.0,0.0,0.0,90,40,34.0,36.52,Zor
Kerem Kayaarası,TUR,FW,19.0,Antalyaspor,TUR-Super Lig,2,0.02,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.01,Zor
Kervin Arriaga,HON,MF,27.0,Levante,ESP-La Liga,1532,17.02,3,3,0.18,0.18,6,5,26,14,8,1,0.0,0.0,0.0,95,40,38.0,33.37,Zor
Keven Schlotterbeck,GER,DF,28.0,Augsburg,GER-Bundesliga,2031,22.57,0,1,0.0,0.04,3,6,25,33,7,1,0.0,0.0,0.0,90,40,34.0,35.97,Zor
Kevin,BRA,MF,22.0,Fulham,ENG-Premier League,1041,11.57,1,1,0.09,0.09,10,43,10,9,1,0,0.0,0.0,0.0,100,40,38.0,31.65,Zor
Kevin Akpoguma,NGA,DF,30.0,Hoffenheim,GER-Bundesliga,61,0.68,0,0,0.0,0.0,0,0,1,1,0,1,0.0,0.0,0.0,90,40,34.0,28.24,Zor
Kevin Carlos,ESP,FW,24.0,Nice,FRA-Ligue 1,880,9.78,0,0,0.0,0.0,7,3,1,1,3,0,0.0,0.0,0.0,85,40,34.0,31.45,Zor
Kevin Csoboth,HUN,FW,25.0,Gençlerbirliği,TUR-Super Lig,50,0.56,0,0,0.0,0.0,1,3,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.2,Zor
Kevin Danso,AUT,DF,26.0,Tottenham,ENG-Premier League,1494,16.6,0,0,0.0,0.0,2,7,13,25,8,0,0.0,0.0,0.0,100,80,38.0,66.48,Zor
Kevin De Bruyne,BEL,MF,34.0,Napoli,ITA-Serie A,1165,12.94,5,2,0.39,0.15,11,58,8,5,1,0,0.0,0.0,0.0,90,90,48.28,70.24,Zor
Kevin Diks,IDN,DF,28.0,Gladbach,GER-Bundesliga,2464,27.38,5,0,0.18,0.0,13,5,30,24,6,0,0.0,0.0,0.0,90,40,34.0,37.66,Zor
Kevin Kampl,SVN,MF,34.0,RB Leipzig,GER-Bundesliga,3,0.03,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,90,34.0,63.02,Zor
Kevin Paredes,USA,MF,22.0,Wolfsburg,GER-Bundesliga,164,1.82,0,0,0.0,0.0,1,7,3,2,1,0,0.0,0.0,0.0,90,40,34.0,28.64,Zor
Kevin Schade,GER,"MF,FW",23.0,Brentford,ENG-Premier League,2745,30.5,8,3,0.26,0.1,24,23,27,19,6,1,0.0,0.0,0.0,100,40,38.0,37.63,Zor
Kevin Stöger,AUT,MF,31.0,Gladbach,GER-Bundesliga,1324,14.71,1,1,0.07,0.07,7,61,20,13,3,0,0.0,0.0,0.0,90,40,34.0,33.19,Zor
Kevin Trapp,GER,GK,35.0,Paris FC,FRA-Ligue 1,1980,22.0,0,0,0.0,0.0,0,0,0,1,2,0,56.0,7.0,29.0,85,40,34.0,35.76,Zor
Khalis Merah,FRA,"MF,FW",18.0,Lyon,FRA-Ligue 1,1130,12.56,0,1,0.0,0.08,3,13,19,6,2,0,0.0,0.0,0.0,85,70,34.0,56.76,Zor
Khvicha Kvaratskhelia,GEO,FW,24.0,PSG,FRA-Ligue 1,1479,16.43,8,4,0.49,0.24,29,43,13,10,1,0,0.0,0.0,0.0,85,100,34.0,84.5,Orta
Khéphren Thuram,FRA,MF,24.0,Juventus,ITA-Serie A,2442,27.13,3,3,0.11,0.11,15,16,32,12,2,0,0.0,0.0,0.0,90,85,48.28,73.83,Zor
Ki-Jana Hoever,NED,"MF,DF",23.0,Wolves,ENG-Premier League,425,4.72,0,0,0.0,0.0,1,22,11,5,0,0,0.0,0.0,0.0,100,40,38.0,29.49,Zor
Kialonda,ANG,DF,27.0,Lecce,ITA-Serie A,1830,20.33,0,0,0.0,0.0,1,1,9,19,6,1,0.0,0.0,0.0,90,40,48.28,33.05,Zor
Kieran Trippier,ENG,DF,34.0,Newcastle,ENG-Premier League,1586,17.62,0,1,0.0,0.06,0,96,13,7,3,0,0.0,0.0,0.0,100,75,38.0,62.93,Zor
Kiernan Dewsbury-Hall,ENG,MF,26.0,Everton,ENG-Premier League,2626,29.18,8,4,0.27,0.14,15,112,26,14,6,0,0.0,0.0,0.0,100,40,38.0,37.21,Zor
Kieron Bowie,SCO,FW,22.0,Hellas Verona,ITA-Serie A,1200,13.33,4,0,0.3,0.0,11,6,3,0,1,0,0.0,0.0,0.0,90,40,48.28,31.31,Zor
Kike Barja,ESP,MF,28.0,Osasuna,ESP-La Liga,446,4.96,2,2,0.4,0.4,4,66,2,3,3,0,0.0,0.0,0.0,95,40,38.0,29.57,Zor
Kike Salas,ESP,DF,23.0,Sevilla,ESP-La Liga,2203,24.48,2,0,0.08,0.0,8,10,35,37,1,0,0.0,0.0,0.0,95,40,38.0,35.73,Zor
Kiko Femenía,ESP,"DF,MF",34.0,Getafe,ESP-La Liga,2008,22.31,1,1,0.04,0.04,3,43,24,36,6,0,0.0,0.0,0.0,95,40,38.0,35.05,Zor
Kiké,ESP,FW,35.0,Espanyol,ESP-La Liga,1734,19.27,8,1,0.42,0.05,27,17,8,4,3,0,0.0,0.0,0.0,95,40,38.0,34.09,Zor
Kilian Fischer,GER,DF,24.0,Wolfsburg,GER-Bundesliga,800,8.89,0,0,0.0,0.0,0,16,13,12,0,0,0.0,0.0,0.0,90,40,34.0,31.14,Zor
Kim Min-jae,KOR,DF,28.0,Bayern Munich,GER-Bundesliga,1602,17.8,1,1,0.06,0.06,3,1,19,38,1,0,0.0,0.0,0.0,90,100,34.0,85.71,Kolay
Kingsley Ehizibue,NED,"MF,DF",30.0,Udinese,ITA-Serie A,1811,20.12,2,0,0.1,0.0,2,32,31,13,5,0,0.0,0.0,0.0,90,40,48.28,33.0,Zor
Kjetil Haug,NOR,GK,27.0,Toulouse,FRA-Ligue 1,31,0.34,0,0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,1.0,85,40,34.0,28.12,Zor
Kobbie Mainoo,ENG,MF,20.0,Manchester Utd,ENG-Premier League,1662,18.47,1,2,0.05,0.11,3,13,20,19,2,0,0.0,0.0,0.0,100,85,38.0,71.89,Zor
Koffi Kouao,CIV,"DF,MF",27.0,Metz,FRA-Ligue 1,2265,25.17,2,1,0.08,0.04,10,59,46,28,10,0,0.0,0.0,0.0,85,40,34.0,36.88,Zor
Kojo Peprah Oppong,GHA,DF,21.0,Nice,FRA-Ligue 1,2425,26.94,1,0,0.04,0.0,3,5,28,30,4,0,0.0,0.0,0.0,85,40,34.0,37.51,Zor
Koke,ESP,MF,33.0,Atlético Madrid,ESP-La Liga,2219,24.66,2,2,0.08,0.08,4,44,30,19,6,0,0.0,0.0,0.0,95,92,38.0,82.31,Orta
Koki Machida,JPN,DF,27.0,Hoffenheim,GER-Bundesliga,44,0.49,0,0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,90,40,34.0,28.17,Zor
Konan N'dri,NIG,MF,24.0,Lecce,ITA-Serie A,544,6.04,2,0,0.33,0.0,5,23,4,2,3,0,0.0,0.0,0.0,90,40,48.28,29.5,Zor
Koni De Winter,BEL,DF,23.0,Milan,ITA-Serie A,1800,20.0,1,1,0.05,0.05,1,5,19,13,1,0,0.0,0.0,0.0,90,80,48.28,65.94,Zor
Konrad Laimer,AUT,DF,28.0,Bayern Munich,GER-Bundesliga,1994,22.16,3,9,0.14,0.41,8,38,25,17,9,0,0.0,0.0,0.0,90,100,34.0,89.55,Kolay
Konstantinos Koulierakis,GRE,DF,21.0,Wolfsburg,GER-Bundesliga,2482,27.58,4,1,0.15,0.04,12,20,25,35,5,0,0.0,0.0,0.0,90,40,34.0,37.73,Zor
Konstantinos Mavropanos,GRE,DF,27.0,West Ham,ENG-Premier League,2534,28.16,3,0,0.11,0.0,8,4,24,47,2,0,0.0,0.0,0.0,100,40,38.0,36.89,Zor
Kosta Nedeljković,SRB,DF,19.0,RB Leipzig,GER-Bundesliga,251,2.79,0,0,0.0,0.0,0,6,1,1,0,0,0.0,0.0,0.0,90,90,34.0,65.22,Zor
Kostas Tsimikas,GRE,MF,29.0,Roma,ITA-Serie A,644,7.16,0,0,0.0,0.0,0,43,5,8,1,0,0.0,0.0,0.0,90,75,48.28,55.84,Zor
Kouadou Assoumou,FRA,"MF,FW",22.0,Samsunspor,TUR-Super Lig,366,4.07,1,0,0.25,0.0,2,8,3,4,0,0,0.0,0.0,0.0,90,40,34.0,29.44,Zor
Kristian Thorstvedt,NOR,MF,26.0,Sassuolo,ITA-Serie A,2460,27.33,4,4,0.15,0.15,13,13,20,31,9,0,0.0,0.0,0.0,90,40,48.28,34.79,Zor
Kristijan Jakić,CRO,"MF,DF",28.0,Augsburg,GER-Bundesliga,1653,18.37,2,1,0.11,0.05,6,4,25,17,5,0,0.0,0.0,0.0,90,40,34.0,34.48,Zor
Kristjan Asllani,ALB,MF,23.0,Torino,ITA-Serie A,2024,22.49,2,2,0.09,0.09,7,69,18,22,3,1,0.0,0.0,0.0,90,40,48.28,33.59,Zor
Kristoffer Ajer,NOR,DF,27.0,Brentford,ENG-Premier League,1810,20.11,0,1,0.0,0.05,3,7,23,15,4,0,0.0,0.0,0.0,100,40,38.0,34.35,Zor
Kristoffer Lund,USA,"DF,MF",23.0,Köln,GER-Bundesliga,2276,25.29,0,2,0.0,0.08,3,83,26,28,2,0,0.0,0.0,0.0,90,40,34.0,36.93,Zor
Krépin Diatta,SEN,"MF,DF",26.0,Monaco,FRA-Ligue 1,1013,11.26,0,1,0.0,0.09,1,39,16,15,2,0,0.0,0.0,0.0,85,70,34.0,55.95,Zor
Kubilay Kanatsızkuş,TUR,FW,28.0,Kasımpaşa,TUR-Super Lig,612,6.8,1,1,0.15,0.15,2,4,2,2,0,0,0.0,0.0,0.0,90,40,34.0,30.4,Zor
Kwasi Sibo,GHA,MF,27.0,Oviedo,ESP-La Liga,1681,18.68,0,0,0.0,0.0,2,2,20,14,3,1,0.0,0.0,0.0,95,40,38.0,33.9,Zor
Kwon Hyeokkyu,KOR,MF,24.0,Nantes,FRA-Ligue 1,753,8.37,0,0,0.0,0.0,0,1,6,6,2,0,0.0,0.0,0.0,85,40,34.0,30.95,Zor
Kyle Walker,ENG,"DF,MF",35.0,Burnley,ENG-Premier League,3096,34.4,0,2,0.0,0.06,0,37,32,43,9,0,0.0,0.0,0.0,100,40,38.0,38.86,Zor
Kyle Walker-Peters,ENG,DF,28.0,West Ham,ENG-Premier League,1383,15.37,1,0,0.07,0.0,3,20,30,9,2,0,0.0,0.0,0.0,100,40,38.0,32.85,Zor
Kylian Mbappé,FRA,FW,26.0,Real Madrid,ESP-La Liga,2599,28.88,25,5,0.87,0.17,63,26,1,3,4,0,0.0,0.0,0.0,95,100,38.0,92.8,Kolay
Kyllian Antonio,FRA,DF,17.0,Lens,FRA-Ligue 1,190,2.11,0,1,0.0,0.47,0,2,4,5,1,0,0.0,0.0,0.0,85,70,34.0,50.3,Zor
Kévin Danois,FRA,MF,21.0,Auxerre,FRA-Ligue 1,2830,31.44,3,1,0.1,0.03,8,130,48,38,3,0,0.0,0.0,0.0,85,40,34.0,39.1,Zor
Kévin Rodrigues,POR,"DF,MF",31.0,Gaziantep,TUR-Super Lig,2284,25.38,2,3,0.08,0.12,7,37,45,41,7,1,0.0,0.0,0.0,90,40,34.0,36.96,Zor
Kōta Takai,JPN,DF,20.0,Gladbach,GER-Bundesliga,342,3.8,0,0,0.0,0.0,2,0,4,4,1,0,0.0,0.0,0.0,90,40,34.0,29.34,Zor
Ladislav Krejčí,CZE,"DF,MF",26.0,Wolves,ENG-Premier League,2536,28.18,2,1,0.07,0.04,10,17,21,33,6,1,0.0,0.0,0.0,100,40,38.0,36.9,Zor
Lamare Bogarde,NED,"MF,DF",21.0,Aston Villa,ENG-Premier League,1053,11.7,0,0,0.0,0.0,0,2,19,4,5,0,0.0,0.0,0.0,100,80,38.0,63.39,Zor
Lameck Banda,ZAM,"MF,FW",24.0,Lecce,ITA-Serie A,1752,19.47,5,4,0.26,0.21,15,90,17,7,6,1,0.0,0.0,0.0,90,40,48.28,32.84,Zor
Lamine Camara,SEN,MF,21.0,Monaco,FRA-Ligue 1,1847,20.52,3,4,0.15,0.19,4,101,33,38,6,0,0.0,0.0,0.0,85,70,34.0,61.67,Zor
Lamine Sy,MTN,DF,22.0,Auxerre,FRA-Ligue 1,1536,17.07,0,0,0.0,0.0,2,47,29,26,1,0,0.0,0.0,0.0,85,40,34.0,34.02,Zor
Lamine Yamal,ESP,"MF,FW",18.0,Barcelona,ESP-La Liga,2262,25.13,16,11,0.64,0.44,37,77,20,8,1,0,0.0,0.0,0.0,95,100,38.0,89.84,Kolay
Lancinet Kourouma,GUI,FW,21.0,Girona,ESP-La Liga,43,0.48,0,0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,95,75,38.0,52.78,Zor
Lander Astiazaran,ESP,MF,19.0,Real Sociedad,ESP-La Liga,1,0.01,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,95,75,38.0,52.51,Zor
Lander Pinillos,ESP,MF,21.0,Alavés,ESP-La Liga,2,0.02,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.01,Zor
Landry Dimata,BEL,"MF,FW",27.0,Samsunspor,TUR-Super Lig,130,1.44,0,0,0.0,0.0,2,2,2,0,0,0,0.0,0.0,0.0,90,40,34.0,28.51,Zor
Lanroy Machine,FRA,FW,19.0,Angers,FRA-Ligue 1,519,5.77,1,0,0.17,0.0,4,5,4,0,1,0,0.0,0.0,0.0,85,40,34.0,30.04,Zor
Largie Ramazani,BEL,"MF,FW",24.0,Valencia,ESP-La Liga,1234,13.71,6,1,0.44,0.07,19,27,12,14,4,0,0.0,0.0,0.0,95,40,38.0,32.33,Zor
Lars Ritzka,GER,"MF,DF",27.0,St Pauli,GER-Bundesliga,966,10.73,0,0,0.0,0.0,1,18,26,13,1,0,0.0,0.0,0.0,90,40,34.0,31.79,Zor
Lassana Coulibaly,MLI,MF,29.0,Lecce,ITA-Serie A,2689,29.88,3,1,0.1,0.03,8,18,28,9,4,0,0.0,0.0,0.0,90,40,48.28,35.43,Zor
Lasse Rieß,GER,GK,24.0,Mainz 05,GER-Bundesliga,292,3.24,0,0,0.0,0.0,0,0,0,0,0,0,15.0,0.0,12.0,90,40,34.0,29.14,Zor
Lassine Sinayoko,MLI,"FW,MF",25.0,Auxerre,FRA-Ligue 1,2770,30.78,12,4,0.39,0.13,39,32,26,26,8,0,0.0,0.0,0.0,85,40,34.0,38.86,Zor
Lasso Coulibaly,CIV,MF,22.0,Auxerre,FRA-Ligue 1,321,3.57,0,0,0.0,0.0,0,18,5,6,1,0,0.0,0.0,0.0,85,40,34.0,29.26,Zor
Latif Ouedraogo,BFA,DF,17.0,Genoa,ITA-Serie A,51,0.57,0,0,0.0,0.0,0,3,1,1,0,0,0.0,0.0,0.0,90,40,48.28,28.14,Zor
Laurent Abergel,FRA,MF,32.0,Lorient,FRA-Ligue 1,2318,25.76,1,0,0.04,0.0,5,9,23,28,7,0,0.0,0.0,0.0,85,40,34.0,37.09,Zor
Laurs Skjellerup,DEN,FW,22.0,Sassuolo,ITA-Serie A,10,0.11,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.03,Zor
Lautaro Gianetti,ARG,DF,31.0,Antalyaspor,TUR-Super Lig,1800,20.0,1,1,0.05,0.05,4,1,25,17,6,0,0.0,0.0,0.0,90,40,34.0,35.06,Zor
Lautaro Martínez,ARG,FW,27.0,Inter,ITA-Serie A,2159,23.99,17,6,0.71,0.25,39,17,13,6,4,0,0.0,0.0,0.0,90,95,48.28,80.66,Orta
Lautaro Valenti,ARG,DF,26.0,Parma,ITA-Serie A,2252,25.02,0,0,0.0,0.0,4,20,30,26,7,0,0.0,0.0,0.0,90,40,48.28,34.22,Zor
Lazar Jovanović,SRB,FW,18.0,Stuttgart,GER-Bundesliga,40,0.44,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,75,34.0,52.79,Zor
Lazar Samardzic,SRB,MF,23.0,Atalanta,ITA-Serie A,1030,11.44,2,1,0.17,0.09,9,68,8,10,1,0,0.0,0.0,0.0,90,75,48.28,57.83,Zor
Leander Dendoncker,BEL,MF,30.0,Oviedo,ESP-La Liga,1330,14.78,1,0,0.07,0.0,4,5,25,11,2,0,0.0,0.0,0.0,95,40,38.0,32.67,Zor
Leandro Cabrera,URU,DF,34.0,Espanyol,ESP-La Liga,3330,37.0,3,0,0.08,0.0,12,20,23,23,4,0,0.0,0.0,0.0,95,40,38.0,39.68,Zor
Leandro Trossard,BEL,"FW,MF",30.0,Arsenal,ENG-Premier League,2000,22.22,6,6,0.27,0.27,15,58,15,9,2,0,0.0,0.0,0.0,100,95,38.0,83.16,Orta
Leart Paqarada,KVX,DF,30.0,Heidenheim,GER-Bundesliga,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.02,Zor
Lee Jae-sung,KOR,"MF,FW",32.0,Mainz 05,GER-Bundesliga,2185,24.28,4,2,0.16,0.08,9,31,21,25,4,0,0.0,0.0,0.0,90,40,34.0,36.57,Zor
Lee Kang-in,KOR,"MF,FW",24.0,PSG,FRA-Ligue 1,1519,16.88,3,4,0.18,0.24,15,113,9,1,3,0,0.0,0.0,0.0,85,100,34.0,84.89,Orta
Lennard Maloney,USA,"DF,MF",25.0,Mainz 05,GER-Bundesliga,485,5.39,0,0,0.0,0.0,1,2,8,8,1,0,0.0,0.0,0.0,90,40,34.0,29.9,Zor
Lennart Karl,GER,MF,17.0,Bayern Munich,GER-Bundesliga,1281,14.23,5,5,0.35,0.35,21,29,15,11,1,0,0.0,0.0,0.0,90,100,34.0,82.56,Orta
Lennon Miller,SCO,MF,18.0,Udinese,ITA-Serie A,996,11.07,0,2,0.0,0.18,1,32,12,9,4,0,0.0,0.0,0.0,90,40,48.28,30.75,Zor
Lenny Pintor,FRA,"MF,FW",24.0,Eyüpspor,TUR-Super Lig,768,8.53,0,0,0.0,0.0,1,18,13,7,2,0,0.0,0.0,0.0,90,40,34.0,31.01,Zor
Leny Yoro,FRA,DF,19.0,Manchester Utd,ENG-Premier League,1740,19.33,0,0,0.0,0.0,3,3,20,31,1,0,0.0,0.0,0.0,100,85,38.0,72.47,Zor
Leo Román,ESP,GK,25.0,Mallorca,ESP-La Liga,2970,33.0,0,0,0.0,0.0,0,0,1,1,4,0,99.0,4.0,50.0,95,40,38.0,38.42,Zor
Leo Østigård,NOR,DF,25.0,Genoa,ITA-Serie A,2622,29.13,5,1,0.17,0.03,12,1,27,30,7,0,0.0,0.0,0.0,90,40,48.28,35.24,Zor
Leon Avdullahu,KVX,MF,21.0,Hoffenheim,GER-Bundesliga,2834,31.49,0,1,0.0,0.03,2,15,30,33,5,0,0.0,0.0,0.0,90,40,34.0,39.11,Zor
Leon Bailey,JAM,MF,27.0,Aston Villa,ENG-Premier League,645,7.17,0,1,0.0,0.14,2,33,6,4,1,0,0.0,0.0,0.0,100,80,38.0,60.53,Zor
Leon Goretzka,GER,MF,30.0,Bayern Munich,GER-Bundesliga,1947,21.63,5,3,0.23,0.14,11,7,19,26,4,0,0.0,0.0,0.0,90,100,34.0,89.09,Kolay
Leonardo Balerdi,ARG,DF,26.0,Marseille,FRA-Ligue 1,2001,22.23,0,1,0.0,0.04,5,2,28,27,5,0,0.0,0.0,0.0,85,70,34.0,62.73,Zor
Leonardo Bittencourt,GER,MF,31.0,Werder Bremen,GER-Bundesliga,615,6.83,0,1,0.0,0.15,0,4,10,8,5,0,0.0,0.0,0.0,90,40,34.0,30.41,Zor
