Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Pablo Marín,ESP,MF,22.0,Real Sociedad,ESP-La Liga,1502,16.69,0,1,0.0,0.06,4,17,18,9,2,0,0.0,0.0,0.0,95,75,38.0,62.38,Zor
Pablo Pagis,FRA,"MF,FW",22.0,Lorient,FRA-Ligue 1,1756,19.51,10,5,0.51,0.26,19,99,17,18,1,0,0.0,0.0,0.0,85,40,34.0,34.89,Zor
Pablo Rosario,DOM,"DF,MF",28.0,Nice,FRA-Ligue 1,28,0.31,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.11,Zor
Pablo Torre,ESP,"MF,FW",22.0,Mallorca,ESP-La Liga,1599,17.77,4,4,0.23,0.23,12,90,17,9,4,0,0.0,0.0,0.0,95,40,38.0,33.61,Zor
Paco Cortés,ESP,"MF,FW",17.0,Levante,ESP-La Liga,472,5.24,0,0,0.0,0.0,4,20,1,2,2,0,0.0,0.0,0.0,95,40,38.0,29.65,Zor
Panos Katseris,GRE,"MF,DF",24.0,Lorient,FRA-Ligue 1,747,8.3,1,2,0.12,0.24,4,43,9,11,3,0,0.0,0.0,0.0,85,40,34.0,30.93,Zor
Pape Cabral,FRA,MF,18.0,Monaco,FRA-Ligue 1,77,0.86,0,0,0.0,0.0,2,0,1,1,0,0,0.0,0.0,0.0,85,70,34.0,49.53,Zor
Pape Demba Diop,SEN,MF,21.0,Toulouse,FRA-Ligue 1,1181,13.12,1,2,0.08,0.15,11,14,20,29,2,0,0.0,0.0,0.0,85,40,34.0,32.63,Zor
Pape Gueye,SEN,MF,26.0,Villarreal,ESP-La Liga,2131,23.68,5,2,0.21,0.08,13,14,22,35,8,0,0.0,0.0,0.0,95,75,38.0,66.52,Zor
Pape Habib Guèye,SEN,FW,25.0,Kasımpaşa,TUR-Super Lig,1554,17.27,5,0,0.29,0.0,14,8,15,3,5,1,0.0,0.0,0.0,90,40,34.0,34.1,Zor
Pape Mamadou Sy,SEN,GK,28.0,Metz,FRA-Ligue 1,706,7.84,0,0,0.0,0.0,0,0,0,0,0,0,29.0,2.0,20.0,85,40,34.0,30.77,Zor
Pape Matar Sarr,SEN,MF,22.0,Tottenham,ENG-Premier League,1398,15.53,2,4,0.13,0.26,6,8,21,14,3,0,0.0,0.0,0.0,100,80,38.0,65.81,Zor
Paris Brunner,GER,FW,19.0,Monaco,FRA-Ligue 1,132,1.47,0,0,0.0,0.0,1,1,2,1,1,0,0.0,0.0,0.0,85,70,34.0,49.91,Zor
Pascal Groß,GER,MF,34.0,Brighton,ENG-Premier League,2249,24.99,1,4,0.04,0.16,10,142,23,16,2,0,0.0,0.0,0.0,100,75,38.0,67.3,Zor
Pascal Stenzel,GER,MF,29.0,Stuttgart,GER-Bundesliga,106,1.18,0,0,0.0,0.0,1,5,0,2,2,0,0.0,0.0,0.0,90,75,34.0,53.28,Zor
Pascal Struijk,NED,DF,25.0,Leeds United,ENG-Premier League,2936,32.62,0,1,0.0,0.03,5,2,22,32,5,0,0.0,0.0,0.0,100,40,38.0,38.3,Zor
Pasquale Mazzocchi,ITA,MF,30.0,Napoli,ITA-Serie A,310,3.44,0,1,0.0,0.29,1,15,1,4,0,1,0.0,0.0,0.0,90,90,48.28,64.92,Zor
Pathé Ciss,SEN,"MF,DF",31.0,Rayo Vallecano,ESP-La Liga,1999,22.21,2,1,0.09,0.05,8,1,35,35,9,2,0.0,0.0,0.0,95,40,38.0,35.01,Zor
Pathé Mboup,SEN,MF,21.0,Brest,FRA-Ligue 1,1054,11.71,1,0,0.09,0.0,10,11,18,12,6,0,0.0,0.0,0.0,85,40,34.0,32.13,Zor
Patric,ESP,"MF,DF",32.0,Lazio,ITA-Serie A,667,7.41,0,0,0.0,0.0,0,0,0,3,2,0,0.0,0.0,0.0,90,75,48.28,55.95,Zor
Patrice Čović,CRO,MF,18.0,Werder Bremen,GER-Bundesliga,351,3.9,1,0,0.26,0.0,2,7,6,4,1,0,0.0,0.0,0.0,90,40,34.0,29.38,Zor
Patrick Cutrone,ITA,FW,27.0,Parma,ITA-Serie A,888,9.87,1,0,0.1,0.0,7,12,1,3,0,0,0.0,0.0,0.0,90,40,48.28,30.45,Zor
Patrick Dorgu,DEN,MF,20.0,Manchester Utd,ENG-Premier League,1449,16.1,4,4,0.25,0.25,11,57,30,16,5,0,0.0,0.0,0.0,100,85,38.0,70.3,Zor
Patrick Mainka,GER,DF,30.0,Heidenheim,GER-Bundesliga,3060,34.0,2,2,0.06,0.06,9,0,30,36,1,0,0.0,0.0,0.0,90,40,34.0,40.0,Zor
Patrick Osterhage,GER,MF,25.0,Freiburg,GER-Bundesliga,1189,13.21,1,0,0.08,0.0,2,9,7,15,4,0,0.0,0.0,0.0,90,40,34.0,32.66,Zor
Patrick Roberts,ENG,"FW,MF",28.0,Sunderland,ENG-Premier League,28,0.31,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.1,Zor
Patrick Wimmer,AUT,MF,24.0,Wolfsburg,GER-Bundesliga,1621,18.01,4,3,0.22,0.17,8,25,20,23,4,0,0.0,0.0,0.0,90,40,34.0,34.36,Zor
Patrik Carlgren,SWE,GK,33.0,Nantes,FRA-Ligue 1,182,2.02,0,0,0.0,0.0,0,0,0,0,0,0,11.0,1.0,2.0,85,40,34.0,28.71,Zor
Patrik Schick,CZE,FW,29.0,Leverkusen,GER-Bundesliga,1988,22.09,16,3,0.72,0.14,34,0,4,3,2,0,0.0,0.0,0.0,90,85,34.0,76.07,Orta
Patrizio Masini,ITA,MF,24.0,Genoa,ITA-Serie A,1413,15.7,0,1,0.0,0.06,5,14,39,26,5,0,0.0,0.0,0.0,90,40,48.28,31.9,Zor
Pau Cabanes,ESP,FW,20.0,Villarreal,ESP-La Liga,16,0.18,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,75,38.0,52.61,Zor
Pau Cubarsí,ESP,DF,18.0,Barcelona,ESP-La Liga,2703,30.03,1,0,0.03,0.0,2,0,28,30,3,0,0.0,0.0,0.0,95,100,38.0,93.71,Kolay
Pau López,ESP,GK,30.0,Real Betis,ESP-La Liga,810,9.0,0,0,0.0,0.0,0,0,1,0,1,0,29.0,2.0,11.0,95,40,38.0,30.84,Zor
Pau Navarro,ESP,DF,20.0,Villarreal,ESP-La Liga,1921,21.34,0,0,0.0,0.0,2,2,35,18,4,0,0.0,0.0,0.0,95,75,38.0,65.14,Zor
Pau Torres,ESP,DF,28.0,Aston Villa,ENG-Premier League,1676,18.62,0,0,0.0,0.0,1,4,14,11,1,0,0.0,0.0,0.0,100,80,38.0,67.76,Zor
Paul Argney,FRA,GK,19.0,Le Havre,FRA-Ligue 1,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,1.0,85,40,34.0,28.35,Zor
Paul Mendy,SEN,FW,18.0,Cagliari,ITA-Serie A,335,3.72,2,0,0.54,0.0,3,2,0,1,1,0,0.0,0.0,0.0,90,40,48.28,28.92,Zor
Paul Nebel,GER,MF,22.0,Mainz 05,GER-Bundesliga,2073,23.03,5,2,0.22,0.09,8,129,30,12,2,2,0.0,0.0,0.0,90,40,34.0,36.13,Zor
Paul Onuachu,NGA,FW,31.0,Trabzonspor,TUR-Super Lig,2518,27.98,22,2,0.79,0.07,44,1,2,3,6,0,0.0,0.0,0.0,90,90,34.0,85.22,Kolay
Paul Pogba,FRA,MF,32.0,Monaco,FRA-Ligue 1,119,1.32,0,0,0.0,0.0,0,1,3,1,0,0,0.0,0.0,0.0,85,70,34.0,49.82,Zor
Paulo Dybala,ARG,"MF,FW",31.0,Roma,ITA-Serie A,1354,15.04,2,6,0.13,0.4,18,98,6,5,0,0,0.0,0.0,0.0,90,75,48.28,59.51,Zor
Paulo Gazzaniga,ARG,GK,33.0,Girona,ESP-La Liga,3102,34.47,0,0,0.0,0.0,0,0,1,0,4,1,115.0,6.0,47.0,95,75,38.0,72.91,Zor
Paulo Victor Vidotti,BRA,GK,38.0,Alanyaspor,TUR-Super Lig,1260,14.0,0,0,0.0,0.0,0,0,0,0,3,0,34.0,3.0,19.0,90,40,34.0,32.94,Zor
Pavel Šulc,CZE,"FW,MF",24.0,Lyon,FRA-Ligue 1,1566,17.4,11,3,0.63,0.17,18,13,13,6,3,0,0.0,0.0,0.0,85,70,34.0,59.75,Zor
Pedri,ESP,MF,22.0,Barcelona,ESP-La Liga,2104,23.38,2,9,0.09,0.38,10,12,33,24,2,1,0.0,0.0,0.0,95,100,38.0,88.46,Kolay
Pedrinho,BRA,MF,28.0,Konyaspor,TUR-Super Lig,672,7.47,1,0,0.13,0.0,5,39,10,4,0,0,0.0,0.0,0.0,90,40,34.0,30.64,Zor
Pedro,ESP,"FW,MF",38.0,Lazio,ITA-Serie A,982,10.91,5,2,0.46,0.18,11,31,6,4,4,0,0.0,0.0,0.0,90,75,48.28,57.58,Zor
Pedro Bigas,ESP,DF,34.0,Elche,ESP-La Liga,2063,22.92,1,3,0.04,0.13,3,26,22,30,5,1,0.0,0.0,0.0,95,40,38.0,35.24,Zor
Pedro Díaz,ESP,MF,27.0,Rayo Vallecano,ESP-La Liga,1870,20.78,0,1,0.0,0.05,6,38,25,9,2,0,0.0,0.0,0.0,95,40,38.0,34.56,Zor
Pedro Felipe,BRA,DF,21.0,Sassuolo,ITA-Serie A,129,1.43,0,1,0.0,0.7,0,0,1,2,0,0,0.0,0.0,0.0,90,40,48.28,28.36,Zor
Pedro Lima,BRA,MF,19.0,Wolves,ENG-Premier League,260,2.89,0,0,0.0,0.0,1,10,5,4,0,0,0.0,0.0,0.0,100,40,38.0,28.91,Zor
Pedro Neto,POR,"MF,FW",25.0,Chelsea,ENG-Premier League,2631,29.23,5,6,0.17,0.21,13,184,11,6,4,1,0.0,0.0,0.0,100,80,38.0,74.46,Zor
Pedro Pereira,POR,DF,27.0,Gençlerbirliği,TUR-Super Lig,2619,29.1,0,1,0.0,0.03,4,55,35,26,11,0,0.0,0.0,0.0,90,40,34.0,38.27,Zor
Pedro Porro,ESP,DF,25.0,Tottenham,ENG-Premier League,2796,31.07,1,2,0.03,0.06,8,232,50,31,10,0,0.0,0.0,0.0,100,80,38.0,75.62,Orta
Pelayo Fernandez,ESP,DF,22.0,Rayo Vallecano,ESP-La Liga,45,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.16,Zor
Pep Chavarría,ESP,DF,27.0,Rayo Vallecano,ESP-La Liga,2682,29.8,1,2,0.03,0.07,3,95,31,32,6,1,0.0,0.0,0.0,95,40,38.0,37.41,Zor
Peque,ESP,"MF,FW",22.0,Sevilla,ESP-La Liga,982,10.91,2,1,0.18,0.09,6,28,8,1,7,0,0.0,0.0,0.0,95,40,38.0,31.45,Zor
Pere Milla,ESP,"MF,FW",32.0,Espanyol,ESP-La Liga,1973,21.92,7,1,0.32,0.05,21,36,24,18,6,1,0.0,0.0,0.0,95,40,38.0,34.92,Zor
Pervis Estupiñán,ECU,MF,27.0,Milan,ITA-Serie A,1034,11.49,1,1,0.09,0.09,1,20,9,11,5,1,0.0,0.0,0.0,90,80,48.28,61.71,Zor
Petar Ratkov,SRB,FW,21.0,Lazio,ITA-Serie A,233,2.59,0,0,0.0,0.0,1,0,2,1,0,0,0.0,0.0,0.0,90,75,48.28,53.71,Zor
Petar Sučić,CRO,MF,21.0,Inter,ITA-Serie A,1765,19.61,2,2,0.1,0.1,6,43,25,9,5,0,0.0,0.0,0.0,90,95,48.28,78.08,Orta
Pharell Hensel,GER,MF,18.0,Wolfsburg,GER-Bundesliga,69,0.77,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,90,40,34.0,28.27,Zor
Phil Foden,ENG,MF,25.0,Manchester City,ENG-Premier League,2086,23.18,7,5,0.3,0.22,19,119,16,10,4,0,0.0,0.0,0.0,100,100,38.0,88.3,Kolay
Philip Otele,NGA,"MF,FW",26.0,Hamburger SV,GER-Bundesliga,471,5.23,1,1,0.19,0.19,3,12,2,3,3,1,0.0,0.0,0.0,90,40,34.0,29.85,Zor
Philipp Köhn,SUI,GK,27.0,Monaco,FRA-Ligue 1,1621,18.01,0,0,0.0,0.0,0,0,0,1,1,0,48.0,5.0,27.0,85,70,34.0,60.12,Zor
Philipp Lienhart,AUT,DF,29.0,Freiburg,GER-Bundesliga,1302,14.47,1,0,0.07,0.0,2,13,13,13,4,1,0.0,0.0,0.0,90,40,34.0,33.11,Zor
Philipp Sander,GER,"DF,MF",27.0,Gladbach,GER-Bundesliga,2445,27.17,2,0,0.07,0.0,8,28,42,50,4,0,0.0,0.0,0.0,90,40,34.0,37.59,Zor
Philipp Treu,GER,"DF,MF",24.0,Freiburg,GER-Bundesliga,2186,24.29,1,2,0.04,0.08,5,32,27,7,2,0,0.0,0.0,0.0,90,40,34.0,36.57,Zor
Phillip Tietz,GER,FW,28.0,Mainz 05,GER-Bundesliga,1808,20.09,6,2,0.3,0.1,24,4,5,7,4,0,0.0,0.0,0.0,90,40,34.0,35.09,Zor
Phillipp Mwene,AUT,MF,31.0,Mainz 05,GER-Bundesliga,2069,22.99,1,2,0.04,0.09,2,75,20,14,4,0,0.0,0.0,0.0,90,40,34.0,36.11,Zor
Piero Hincapié,ECU,DF,23.0,Arsenal,ENG-Premier League,1882,20.91,1,2,0.05,0.1,3,33,26,28,2,0,0.0,0.0,0.0,100,95,38.0,82.18,Orta
Pierre Højbjerg,DEN,MF,29.0,Marseille,FRA-Ligue 1,2712,30.13,4,5,0.13,0.17,14,10,24,26,4,0,0.0,0.0,0.0,85,70,34.0,67.61,Zor
Pierre Kalulu,FRA,"DF,MF",25.0,Juventus,ITA-Serie A,3281,36.46,2,4,0.05,0.11,4,94,35,24,4,1,0.0,0.0,0.0,90,85,48.28,78.76,Orta
Pierre Lees-Melou,FRA,MF,32.0,Paris FC,FRA-Ligue 1,1962,21.8,1,3,0.05,0.14,6,18,39,20,7,1,0.0,0.0,0.0,85,40,34.0,35.69,Zor
Pierre Mounguengue,FRA,FW,17.0,PSG,FRA-Ligue 1,16,0.18,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,85,100,34.0,70.16,Zor
Pierre-Emerick Aubameyang,GAB,FW,36.0,Marseille,FRA-Ligue 1,2039,22.66,10,5,0.44,0.22,34,30,6,7,1,0,0.0,0.0,0.0,85,70,34.0,63.0,Zor
Pierre-Yves Hamel,FRA,FW,31.0,Paris FC,FRA-Ligue 1,78,0.87,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,85,40,34.0,28.31,Zor
Pierrick Capelle,FRA,MF,38.0,Angers,FRA-Ligue 1,651,7.23,0,1,0.0,0.14,1,12,13,7,2,0,0.0,0.0,0.0,85,40,34.0,30.55,Zor
Pietro Comuzzo,ITA,DF,20.0,Fiorentina,ITA-Serie A,1696,18.84,1,0,0.05,0.0,2,1,16,24,2,0,0.0,0.0,0.0,90,40,48.28,32.68,Zor
Pietro Terracciano,ITA,GK,35.0,Milan,ITA-Serie A,125,1.39,0,0,0.0,0.0,0,0,0,0,0,0,4.0,2.0,0.0,90,80,48.28,56.69,Zor
Piotr Zieliński,POL,MF,31.0,Inter,ITA-Serie A,2045,22.72,6,3,0.26,0.13,10,23,19,7,3,0,0.0,0.0,0.0,90,95,48.28,79.91,Orta
Pol Lirola,ESP,MF,27.0,Hellas Verona,ITA-Serie A,339,3.77,0,0,0.0,0.0,0,18,3,3,1,0,0.0,0.0,0.0,90,40,48.28,28.94,Zor
Pol Lozano,ESP,MF,25.0,Espanyol,ESP-La Liga,2157,23.97,2,1,0.08,0.04,5,29,19,23,12,1,0.0,0.0,0.0,95,40,38.0,35.57,Zor
Polat Yaldır,TUR,FW,22.0,Samsunspor,TUR-Super Lig,94,1.04,0,0,0.0,0.0,2,3,1,2,0,0,0.0,0.0,0.0,90,40,34.0,28.37,Zor
Pontus Almqvist,SWE,MF,26.0,Parma,ITA-Serie A,457,5.08,0,1,0.0,0.2,2,7,6,6,0,0,0.0,0.0,0.0,90,40,48.28,29.26,Zor
Portu,ESP,"FW,MF",33.0,Girona,ESP-La Liga,474,5.27,0,0,0.0,0.0,5,18,1,2,2,0,0.0,0.0,0.0,95,75,38.0,55.62,Zor
Prince Obeng Ampem,GHA,MF,27.0,Eyüpspor,TUR-Super Lig,643,7.14,2,0,0.28,0.0,7,22,4,7,3,0,0.0,0.0,0.0,90,40,34.0,30.52,Zor
Prosper Peter,NGA,FW,17.0,Angers,FRA-Ligue 1,1273,14.14,5,0,0.35,0.0,14,0,3,4,0,0,0.0,0.0,0.0,85,40,34.0,32.99,Zor
Przemysław Frankowski,POL,"MF,DF",30.0,Rennes,FRA-Ligue 1,1210,13.44,1,2,0.07,0.15,3,82,25,9,5,0,0.0,0.0,0.0,85,40,34.0,32.74,Zor
Péter Gulácsi,HUN,GK,35.0,RB Leipzig,GER-Bundesliga,2008,22.31,0,0,0.0,0.0,0,0,0,0,1,0,52.0,9.0,32.0,90,90,34.0,80.72,Orta
Qazim Laçi,ALB,MF,29.0,Rizespor,TUR-Super Lig,2682,29.8,7,9,0.23,0.3,18,134,29,21,6,1,0.0,0.0,0.0,90,40,34.0,38.52,Zor
Quentin Merlin,FRA,"DF,MF",23.0,Rennes,FRA-Ligue 1,2533,28.14,1,5,0.04,0.18,7,156,38,29,2,0,0.0,0.0,0.0,85,40,34.0,37.93,Zor
Quentin Ndjantou,FRA,MF,18.0,PSG,FRA-Ligue 1,360,4.0,1,1,0.25,0.25,3,4,1,2,1,0,0.0,0.0,0.0,85,100,34.0,73.53,Zor
Quilindschy Hartman,NED,DF,23.0,Burnley,ENG-Premier League,1825,20.28,0,5,0.0,0.25,3,74,31,32,1,0,0.0,0.0,0.0,100,40,38.0,34.4,Zor
Quinten Timber,NED,MF,24.0,Marseille,FRA-Ligue 1,1105,12.28,0,0,0.0,0.0,2,7,17,9,4,0,0.0,0.0,0.0,85,70,34.0,56.58,Zor
Rabby Nzingoula,FRA,MF,19.0,Strasbourg,FRA-Ligue 1,51,0.57,0,0,0.0,0.0,0,2,1,1,0,1,0.0,0.0,0.0,85,40,34.0,28.2,Zor
Rachid Ghezzal,ALG,"MF,FW",33.0,Lyon,FRA-Ligue 1,225,2.5,0,0,0.0,0.0,1,15,4,1,0,0,0.0,0.0,0.0,85,70,34.0,50.54,Zor
Radosław Majecki,POL,GK,25.0,Brest,FRA-Ligue 1,864,9.6,0,0,0.0,0.0,0,0,0,0,0,1,26.0,3.0,18.0,85,40,34.0,31.39,Zor
Radu Drăgușin,ROU,DF,23.0,Tottenham,ENG-Premier League,517,5.74,0,0,0.0,0.0,0,3,3,16,0,0,0.0,0.0,0.0,100,80,38.0,59.63,Zor
Rafa Marín,ESP,DF,23.0,Villarreal,ESP-La Liga,1979,21.99,1,0,0.05,0.0,1,0,22,20,1,0,0.0,0.0,0.0,95,75,38.0,65.52,Zor
Rafa Mir,ESP,"FW,MF",28.0,Elche,ESP-La Liga,1803,20.03,8,0,0.4,0.0,36,19,7,4,4,0,0.0,0.0,0.0,95,40,38.0,34.33,Zor
Rafa Silva,POR,MF,32.0,Beşiktaş,TUR-Super Lig,816,9.07,5,1,0.55,0.11,13,6,4,4,0,0,0.0,0.0,0.0,90,100,34.0,78.0,Orta
Rafael Gonçalves,POR,"MF,DF",20.0,Strasbourg,FRA-Ligue 1,588,6.53,0,1,0.0,0.15,3,4,10,4,0,0,0.0,0.0,0.0,85,40,34.0,30.3,Zor
Rafael Leão,POR,FW,26.0,Milan,ITA-Serie A,1851,20.57,9,3,0.44,0.15,24,25,3,5,5,0,0.0,0.0,0.0,90,80,48.28,66.23,Zor
Rafel Obrador,ESP,MF,21.0,Torino,ITA-Serie A,1116,12.4,1,3,0.08,0.24,2,58,8,12,1,0,0.0,0.0,0.0,90,40,48.28,31.08,Zor
Raffaele Di Gennaro,ITA,GK,31.0,Inter,ITA-Serie A,10,0.11,0,0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,1.0,90,95,48.28,66.56,Zor
Rafik Belghali,ALG,MF,23.0,Hellas Verona,ITA-Serie A,1920,21.33,2,0,0.09,0.0,6,60,13,17,6,0,0.0,0.0,0.0,90,40,48.28,33.3,Zor
Rafik Messali,FRA,MF,22.0,Toulouse,FRA-Ligue 1,502,5.58,0,0,0.0,0.0,0,9,6,12,2,0,0.0,0.0,0.0,85,40,34.0,29.97,Zor
Rafiu Durosinmi,NGA,FW,22.0,Pisa,ITA-Serie A,432,4.8,1,1,0.21,0.21,5,0,0,1,1,1,0.0,0.0,0.0,90,40,48.28,29.19,Zor
Ragnar Ache,GER,FW,27.0,Köln,GER-Bundesliga,1718,19.09,7,4,0.37,0.21,22,1,8,4,3,0,0.0,0.0,0.0,90,40,34.0,34.74,Zor
Rahim Bonkano,NIG,DF,23.0,Oviedo,ESP-La Liga,1713,19.03,0,0,0.0,0.0,0,68,19,29,2,0,0.0,0.0,0.0,95,40,38.0,34.01,Zor
Ramazan Civelek,TUR,"DF,MF",29.0,Kayserispor,TUR-Super Lig,2141,23.79,0,2,0.0,0.08,1,37,21,25,7,0,0.0,0.0,0.0,90,40,34.0,36.4,Zor
Ramon Hendriks,NED,DF,24.0,Stuttgart,GER-Bundesliga,2025,22.5,0,3,0.0,0.13,0,20,15,22,3,0,0.0,0.0,0.0,90,75,34.0,67.39,Zor
Ramy Bensebaini,ALG,DF,30.0,Dortmund,GER-Bundesliga,1530,17.0,5,2,0.29,0.12,7,11,14,18,6,0,0.0,0.0,0.0,90,95,34.0,80.75,Orta
Ramzi Safouri,ISR,MF,29.0,Antalyaspor,TUR-Super Lig,1787,19.86,1,5,0.05,0.25,6,135,14,7,8,0,0.0,0.0,0.0,90,40,34.0,35.01,Zor
Ramón Martínez,ESP,DF,22.0,Sevilla,ESP-La Liga,102,1.13,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,95,40,38.0,28.36,Zor
Ramón Terrats,ESP,MF,24.0,Espanyol,ESP-La Liga,1030,11.44,1,2,0.09,0.17,3,30,13,11,0,0,0.0,0.0,0.0,95,40,38.0,31.61,Zor
Randal Kolo Muani,FRA,"FW,MF",26.0,Tottenham,ENG-Premier League,1664,18.49,1,1,0.05,0.05,4,18,16,2,3,0,0.0,0.0,0.0,100,80,38.0,67.68,Zor
Randy Nteka,ANG,FW,27.0,Rayo Vallecano,ESP-La Liga,374,4.16,3,0,0.72,0.0,6,0,4,0,3,0,0.0,0.0,0.0,95,40,38.0,29.31,Zor
Rani Khedira,TUN,MF,31.0,Union Berlin,GER-Bundesliga,2830,31.44,5,1,0.16,0.03,10,26,35,37,7,0,0.0,0.0,0.0,90,40,34.0,39.1,Zor
Ransford Königsdörffer,GHA,"FW,MF",23.0,Hamburger SV,GER-Bundesliga,2329,25.88,5,1,0.19,0.04,22,21,4,6,2,0,0.0,0.0,0.0,90,40,34.0,37.13,Zor
Raoul Bellanova,ITA,MF,25.0,Atalanta,ITA-Serie A,1377,15.3,0,1,0.0,0.07,5,84,9,10,2,0,0.0,0.0,0.0,90,75,48.28,59.63,Zor
Raphael Le Guen,FRA,DF,18.0,Brest,FRA-Ligue 1,375,4.17,0,0,0.0,0.0,1,0,3,11,0,0,0.0,0.0,0.0,85,40,34.0,29.47,Zor
Raphaël Guerreiro,POR,MF,31.0,Bayern Munich,GER-Bundesliga,784,8.71,5,2,0.57,0.23,5,5,7,1,0,0,0.0,0.0,0.0,90,100,34.0,77.69,Orta
Raphinha,BRA,"MF,FW",28.0,Barcelona,ESP-La Liga,1380,15.33,13,3,0.85,0.2,24,72,6,6,5,0,0.0,0.0,0.0,95,100,38.0,82.1,Orta
Rasmus Højlund,DEN,FW,22.0,Napoli,ITA-Serie A,2750,30.56,12,5,0.39,0.16,25,3,1,0,1,0,0.0,0.0,0.0,90,90,48.28,80.09,Orta
Rasmus Kristensen,DEN,"DF,MF",28.0,Frankfurt,GER-Bundesliga,1538,17.09,2,0,0.12,0.0,6,33,33,19,6,1,0.0,0.0,0.0,90,75,34.0,63.81,Zor
Rasmus Nicolaisen,DEN,DF,28.0,Toulouse,FRA-Ligue 1,2564,28.49,1,0,0.04,0.0,5,2,16,40,4,0,0.0,0.0,0.0,85,40,34.0,38.06,Zor
Rassoul Ndiaye,SEN,MF,23.0,Le Havre,FRA-Ligue 1,2566,28.51,4,4,0.14,0.14,9,92,32,17,2,0,0.0,0.0,0.0,85,40,34.0,38.06,Zor
Rav van den Berg,NED,DF,21.0,Köln,GER-Bundesliga,1131,12.57,0,1,0.0,0.08,0,1,8,14,0,1,0.0,0.0,0.0,90,40,34.0,32.44,Zor
Rayan,BRA,MF,18.0,Bournemouth,ENG-Premier League,1111,12.34,5,2,0.41,0.16,8,24,6,8,1,0,0.0,0.0,0.0,100,70,38.0,55.82,Zor
Rayan Aït-Nouri,ALG,DF,24.0,Manchester City,ENG-Premier League,974,10.82,0,2,0.0,0.18,2,22,21,13,2,0,0.0,0.0,0.0,100,100,38.0,78.54,Orta
Rayan Cherki,FRA,MF,21.0,Manchester City,ENG-Premier League,1786,19.84,4,12,0.2,0.6,13,80,16,7,1,0,0.0,0.0,0.0,100,100,38.0,85.66,Kolay
Rayan Fofana,FRA,"FW,MF",19.0,Lens,FRA-Ligue 1,798,8.87,5,0,0.56,0.0,12,6,4,1,0,0,0.0,0.0,0.0,85,70,34.0,54.48,Zor
Rayan Philippe,FRA,"FW,MF",24.0,Hamburger SV,GER-Bundesliga,1285,14.28,5,0,0.35,0.0,16,31,13,3,2,0,0.0,0.0,0.0,90,40,34.0,33.04,Zor
Rayane Belaid,ESP,"MF,FW",20.0,Atlético Madrid,ESP-La Liga,132,1.47,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,95,92,38.0,65.47,Zor
Rayyan Baniya,TUR,DF,26.0,Trabzonspor,TUR-Super Lig,348,3.87,0,0,0.0,0.0,1,0,1,4,0,0,0.0,0.0,0.0,90,90,34.0,66.07,Zor
Razvan Sava,ROU,GK,23.0,Udinese,ITA-Serie A,620,6.89,0,0,0.0,0.0,0,0,0,0,1,0,14.0,1.0,14.0,90,40,48.28,29.71,Zor
Raúl,ESP,FW,24.0,Osasuna,ESP-La Liga,1041,11.57,7,1,0.61,0.09,23,9,13,7,2,1,0.0,0.0,0.0,95,40,38.0,31.65,Zor
Raúl Albiol,ESP,DF,39.0,Pisa,ITA-Serie A,500,5.56,0,1,0.0,0.18,0,1,4,7,1,0,0.0,0.0,0.0,90,40,48.28,29.38,Zor
Raúl Asencio,ESP,DF,22.0,Real Madrid,ESP-La Liga,1708,18.98,2,0,0.11,0.0,4,1,12,10,4,0,0.0,0.0,0.0,95,100,38.0,84.98,Orta
Raúl Jiménez,MEX,FW,34.0,Fulham,ENG-Premier League,2189,24.32,9,3,0.37,0.12,18,7,20,7,5,0,0.0,0.0,0.0,100,40,38.0,35.68,Zor
Raúl Moro,ESP,MF,22.0,Osasuna,ESP-La Liga,625,6.94,0,2,0.0,0.29,0,28,0,1,0,0,0.0,0.0,0.0,95,40,38.0,30.19,Zor
Reda Belahyane,MAR,MF,21.0,Lazio,ITA-Serie A,609,6.77,0,2,0.0,0.3,1,1,8,3,1,1,0.0,0.0,0.0,90,75,48.28,55.66,Zor
Reda Khadra,GER,FW,24.0,Le Havre,FRA-Ligue 1,229,2.54,0,0,0.0,0.0,3,20,4,0,0,0,0.0,0.0,0.0,85,40,34.0,28.9,Zor
